Usual Hours Worked,Education (yrs),Yearly Earnings,Race,Sex,Usual Weekly Earnings,State,Month in Sample
40,13,30740,White,Male,.,Ohio,2
40,13,16804,White,Female,.,Ohio,3
40,12,38343,White,Male,.,Ohio,3
40,12,27560,White,Male,.,Ohio,6
48,12,41000,White,Male,.,Ohio,6
40,12,30000,White,Male,.,Ohio,3
40,13,35000,White,Male,.,Ohio,5
70,12,26000,White,Male,.,Ohio,6
40,12,1100,White,Female,.,Ohio,7
46,12,24000,White,Female,.,Ohio,1
50,12,29500,White,Male,.,Ohio,1
40,13,20000,White,Male,.,Indiana,7
48,13,24000,White,Female,.,Indiana,7
45,16,38402,White,Male,.,Indiana,5
40,10,16422,White,Female,450,Indiana,8
36,12,26000,White,Male,.,Indiana,6
39,16,7000,White,Female,.,Indiana,6
40,12,25000,White,Male,.,Indiana,3
40,13,33000,White,Female,.,Indiana,3
0,18,42200,White,Male,.,Indiana,2
40,12,25000,White,Male,.,Indiana,6
40,12,17000,White,Female,.,Indiana,6
40,12,7500,White,Male,.,Indiana,6
35,16,0,White,Male,.,Indiana,7
43,16,24000,White,Female,458,Indiana,8
40,13,13000,White,Male,.,Indiana,6
40,12,2400,White,Female,.,Indiana,7
40,12,15000,White,Male,400,Indiana,4
40,14,43700,White,Female,850,Indiana,4
51,13,18024,White,Female,440,Indiana,8
40,12,47025,White,Male,.,Indiana,3
45,13,60000,White,Male,.,Indiana,3
35,13,6000,White,Female,.,Indiana,3
40,9,22000,White,Female,423,Indiana,4
40,11,30000,White,Male,.,Indiana,5
40,12,19000,White,Male,.,Indiana,7
40,12,25000,White,Female,.,Indiana,7
45,12,7500,White,Female,.,Indiana,6
50,16,90000,IndEsk,Male,.,Indiana,5
45,12,27000,White,Male,519,Indiana,4
40,13,18867,White,Female,370,Indiana,8
40,12,30000,White,Male,.,Indiana,5
40,13,30000,White,Female,.,Indiana,5
40,10,27200,White,Male,.,Indiana,5
40,12,33780,White,Male,.,Indiana,3
55,13,23000,White,Male,.,Indiana,4
40,18,28000,White,Female,.,Indiana,6
40,16,40000,White,Female,.,Indiana,6
57,16,29100,White,Male,548,Indiana,4
40,12,123925,White,Male,1250,Indiana,8
40,13,33900,White,Female,.,Indiana,7
40,16,70000,White,Male,.,Indiana,7
50,16,29580,White,Female,548,Indiana,4
50,16,12000,Black,Female,.,Indiana,6
40,16,28000,White,Female,.,Indiana,6
50,18,43240,White,Female,.,Indiana,7
50,16,65000,White,Female,.,Indiana,2
60,12,0,White,Male,.,Indiana,2
40,13,28000,White,Male,.,Indiana,2
40,13,20800,White,Female,.,Indiana,2
60,12,0,White,Female,.,Indiana,8
40,10,15000,White,Female,.,Indiana,3
48,10,25000,White,Male,.,Indiana,3
70,16,28000,White,Male,480,Indiana,4
40,18,9500,White,Male,.,Indiana,1
38,16,7035,White,Male,.,Indiana,1
40,13,11000,White,Female,.,Indiana,2
50,12,33000,White,Male,.,Indiana,2
50,16,306731,White,Male,.,Indiana,1
40,12,20005,White,Male,.,Indiana,3
48,13,76000,White,Male,.,Indiana,3
36,13,25000,White,Female,.,Indiana,3
48,16,8000,White,Female,.,Indiana,3
60,13,50000,White,Male,.,Indiana,3
40,12,48000,White,Male,.,Indiana,3
36,8,10000,White,Female,.,Indiana,7
40,12,22500,White,Male,.,Indiana,6
40,10,33000,White,Male,.,Indiana,6
40,12,27000,White,Male,.,Indiana,6
45,13,36000,White,Male,468,Indiana,4
0,12,17000,White,Female,.,Indiana,5
40,13,29600,White,Female,.,Indiana,3
37,12,14000,White,Male,.,Indiana,3
40,12,10000,White,Male,.,Indiana,3
44,16,55000,White,Male,.,Indiana,5
40,13,50000,White,Male,.,Indiana,6
40,10,842,White,Female,.,Indiana,3
40,12,24000,White,Female,.,Indiana,6
45,12,18000,White,Female,.,Indiana,3
40,14,44085,White,Male,846,Indiana,8
38,18,70000,Black,Female,.,Indiana,7
40,12,30000,Black,Male,.,Indiana,7
40,11,12600,White,Male,.,Indiana,7
40,9,60000,White,Male,.,Indiana,3
40,12,7000,White,Male,.,Indiana,3
50,12,0,White,Female,.,Indiana,3
45,16,97000,White,Male,.,Indiana,2
50,16,47000,White,Male,2885,Indiana,8
50,16,63000,White,Female,538,Indiana,8
40,13,18500,Black,Female,.,Indiana,7
55,13,17000,White,Female,.,Indiana,7
42,13,28000,White,Female,.,Indiana,3
40,12,28500,White,Male,.,Indiana,7
55,13,63000,White,Female,.,Indiana,7
40,18,0,White,Female,.,Indiana,7
55,16,306731,White,Male,.,Indiana,7
60,12,39000,White,Male,.,Indiana,5
50,10,24000,White,Male,500,Indiana,4
40,8,38000,White,Female,210,Indiana,8
65,16,38000,Black,Female,.,Indiana,7
50,16,73000,White,Male,.,Indiana,6
35,12,10878,Black,Female,259,Indiana,4
35,11,0,Black,Female,245,Indiana,4
50,18,155000,White,Female,2692,Indiana,8
55,13,58000,IndEsk,Male,.,Indiana,5
50,12,0,White,Male,.,Indiana,6
40,12,12500,White,Female,.,Indiana,6
60,13,60000,White,Male,.,Indiana,8
40,18,45000,White,Female,900,Indiana,8
35,13,13000,White,Female,430,Indiana,4
40,13,35000,White,Male,.,Indiana,2
62,13,80000,White,Male,.,Indiana,2
50,12,45000,White,Male,.,Indiana,2
45,12,58000,White,Female,.,Indiana,2
45,13,41000,White,Male,.,Indiana,2
43,16,60000,White,Male,.,Indiana,6
36,16,45000,White,Female,.,Indiana,6
40,16,39000,IndEsk,Male,.,Indiana,5
40,16,55000,White,Female,.,Indiana,5
40,12,28000,White,Male,.,Indiana,7
60,13,45000,White,Female,.,Indiana,7
46,14,27000,White,Male,.,Indiana,1
50,12,720,Black,Female,.,Indiana,3
40,13,16850,White,Female,300,Indiana,4
45,12,28000,White,Male,.,Indiana,3
40,12,27500,White,Female,.,Indiana,3
40,10,31169,White,Male,.,Indiana,5
40,9,0,White,Female,.,Indiana,5
40,12,8400,White,Male,.,Indiana,5
36,12,4300,Black,Female,311,Indiana,8
37,18,57000,White,Female,.,Indiana,7
40,16,65000,White,Male,.,Indiana,7
40,13,45000,White,Male,.,Indiana,3
50,14,68000,White,Male,.,Indiana,5
40,13,27000,White,Female,519,Indiana,4
50,16,30000,White,Male,.,Indiana,6
0,16,1200,White,Female,.,Indiana,6
60,12,0,White,Female,.,Indiana,6
40,13,18240,White,Male,.,Indiana,1
50,12,46000,White,Male,.,Indiana,7
40,12,18000,White,Male,.,Indiana,7
40,18,92500,AsianPI,Male,.,Indiana,7
40,18,65000,White,Female,.,Indiana,7
40,16,75000,White,Male,.,Indiana,1
40,13,11000,White,Female,.,Indiana,2
60,13,60000,White,Female,.,Indiana,7
50,18,80000,White,Male,.,Indiana,1
60,18,55000,White,Female,.,Indiana,1
60,18,65628,White,Female,.,Indiana,1
40,18,30000,White,Male,.,Indiana,1
40,18,17603,White,Male,.,Indiana,7
40,18,57240,White,Female,.,Indiana,7
50,12,120000,White,Male,.,Indiana,6
48,12,42000,White,Male,.,Indiana,1
40,13,37000,White,Male,.,Indiana,1
40,9,23000,White,Male,.,Indiana,5
40,10,23000,IndEsk,Female,.,Indiana,5
40,13,8000,Black,Male,500,Indiana,8
40,13,9000,Black,Female,326,Indiana,8
65,12,35000,White,Male,.,Indiana,6
40,16,13000,White,Male,.,Indiana,7
40,16,80000,White,Female,.,Indiana,5
36,11,3800,White,Female,210,Indiana,4
50,11,30000,White,Male,.,Indiana,4
50,12,18500,Black,Female,.,Indiana,7
40,9,32000,White,Male,.,Indiana,3
40,12,11000,White,Female,.,Indiana,3
45,16,100000,White,Male,1923,Indiana,8
40,13,45000,White,Female,.,Indiana,1
40,12,0,White,Male,.,Indiana,1
40,13,0,White,Male,.,Indiana,1
40,14,12000,White,Male,.,Indiana,1
0,12,22000,White,Female,.,Indiana,1
40,18,89925,White,Male,.,Indiana,6
40,16,37000,White,Female,.,Indiana,6
40,12,17755,White,Male,.,Indiana,7
45,12,13000,White,Male,.,Indiana,7
48,14,40000,White,Female,696,Indiana,8
50,16,100000,White,Male,.,Indiana,8
60,16,56000,Black,Male,.,Indiana,6
75,16,52000,White,Male,.,Indiana,1
45,18,47000,White,Female,.,Indiana,1
49,13,20616,White,Female,.,Indiana,1
40,14,23000,White,Female,.,Indiana,1
40,13,27000,White,Female,.,Indiana,3
47,16,46200,White,Male,.,Indiana,1
50,16,51000,White,Female,.,Indiana,1
55,16,60000,White,Male,.,Indiana,1
48,16,48000,White,Male,.,Indiana,3
55,13,34000,White,Female,500,Indiana,8
58,12,27000,White,Male,603,Indiana,8
56,12,75000,White,Male,1442,Indiana,8
40,13,4316,White,Male,300,Indiana,8
40,9,17850,White,Male,510,Indiana,8
40,13,0,White,Female,.,Indiana,6
50,12,30000,White,Male,.,Indiana,1
40,13,15000,Black,Female,.,Indiana,5
40,12,109139,Black,Male,750,Indiana,4
42,18,78000,White,Male,.,Indiana,5
35,12,13000,White,Female,.,Indiana,5
40,12,35000,White,Male,.,Indiana,7
40,9,56000,White,Male,.,Indiana,6
40,13,42000,White,Male,.,Indiana,3
40,18,45000,White,Female,.,Indiana,3
52,12,28000,White,Male,.,Indiana,1
40,13,20000,White,Female,.,Indiana,3
40,13,60000,White,Male,.,Indiana,3
40,13,65000,White,Male,1250,Indiana,8
35,13,40000,White,Female,673,Indiana,8
40,12,53000,White,Male,.,Indiana,6
40,13,13000,White,Female,.,Indiana,6
40,13,19000,White,Male,.,Indiana,6
40,12,35000,White,Male,.,Indiana,3
40,13,40000,White,Male,.,Indiana,7
102,12,38000,White,Male,.,Indiana,7
40,12,16000,White,Female,.,Indiana,7
0,16,27000,White,Male,519,Indiana,8
40,16,5160,White,Female,400,Indiana,8
40,13,11706,White,Male,.,Indiana,7
40,12,29000,White,Male,.,Indiana,2
40,8,18000,White,Male,.,Indiana,2
40,12,42000,White,Male,.,Indiana,7
48,13,110005,Black,Female,215,Indiana,4
40,12,11000,White,Male,.,Indiana,3
40,12,15499,White,Female,.,Indiana,3
35,12,0,White,Female,.,Indiana,3
40,16,306731,White,Male,.,Indiana,5
40,12,15000,White,Female,.,Indiana,5
48,13,55000,White,Male,.,Indiana,5
40,12,37000,White,Female,.,Indiana,5
40,12,26000,White,Male,.,Indiana,7
42,13,48500,White,Male,801,Indiana,8
40,14,0,White,Female,645,Indiana,8
40,13,20000,White,Male,385,Indiana,8
40,14,9999,White,Male,300,Indiana,8
50,8,20000,White,Male,.,Indiana,8
40,18,70000,White,Male,.,Indiana,5
48,16,75000,White,Female,.,Indiana,5
40,12,14480,White,Male,.,Indiana,7
40,13,29963,White,Female,673,Indiana,8
50,12,50000,White,Male,1630,Indiana,8
40,14,12000,White,Female,.,Indiana,7
40,13,28692,White,Male,.,Indiana,7
40,8,12000,White,Female,.,Indiana,7
40,18,55000,Black,Male,2885,Indiana,4
80,16,0,Black,Female,653,Indiana,4
40,12,23000,White,Male,.,Indiana,6
40,12,15000,White,Female,.,Indiana,6
40,12,9000,White,Male,.,Indiana,6
48,12,48000,White,Male,.,Indiana,5
40,12,35000,White,Male,.,Indiana,5
59,16,50000,White,Male,.,Indiana,7
50,18,80000,White,Male,.,Indiana,7
40,13,48916,White,Male,1250,Indiana,8
40,12,31000,White,Female,480,Indiana,8
40,12,28825,White,Male,565,Indiana,4
40,16,21502,White,Female,414,Indiana,4
50,12,65000,White,Male,.,Indiana,3
45,13,45000,White,Male,.,Indiana,3
40,13,11000,White,Male,.,Indiana,7
50,14,48000,White,Male,.,Indiana,5
38,13,35000,White,Male,.,Indiana,6
50,11,30000,White,Female,.,Indiana,6
50,10,18000,White,Male,.,Indiana,4
40,12,38000,Black,Male,.,Indiana,2
45,16,24000,White,Male,855,Indiana,4
44,12,25000,White,Female,.,Indiana,6
50,13,26000,Black,Male,.,Indiana,6
40,12,32000,Black,Female,.,Indiana,1
40,12,27500,White,Male,818,Indiana,8
50,12,38000,White,Female,880,Indiana,8
60,16,50000,White,Male,.,Indiana,7
40,13,8000,White,Male,.,Indiana,7
70,16,100000,White,Male,.,Indiana,5
0,16,25000,White,Female,.,Indiana,5
40,13,30000,Black,Male,288,Indiana,4
40,13,6800,Black,Female,576,Indiana,4
44,18,41040,White,Male,1006,Indiana,4
40,18,37063,White,Female,756,Indiana,4
40,18,60000,White,Male,.,Indiana,2
55,14,44000,White,Male,962,Indiana,8
50,12,26000,White,Female,596,Indiana,8
40,16,88500,White,Male,1702,Indiana,4
60,16,90000,White,Male,.,Indiana,2
40,11,15600,White,Male,.,Indiana,1
45,12,24500,White,Male,.,Indiana,6
40,13,46821,White,Male,900,Illinois,8
40,13,38000,White,Male,.,Illinois,1
38,13,12298,White,Female,.,Illinois,1
40,12,36000,White,Male,769,Illinois,8
40,12,27000,White,Female,454,Illinois,8
40,13,30000,White,Male,.,Illinois,7
35,12,8736,Black,Female,.,Illinois,7
40,13,47000,White,Male,.,Illinois,7
144,14,55000,White,Male,1058,Indiana,8
46,12,69500,White,Male,1014,Indiana,4
35,12,9500,White,Female,263,Indiana,4
50,18,44100,White,Female,.,Indiana,1
70,12,40000,White,Female,.,Indiana,2
40,16,38000,White,Male,.,Indiana,1
50,12,26000,White,Female,.,Indiana,6
40,13,8593,White,Female,300,Indiana,8
40,12,35000,White,Male,.,Indiana,3
40,12,6000,White,Male,.,Indiana,2
0,13,13500,White,Female,.,Indiana,6
40,13,30000,White,Male,.,Indiana,6
40,12,20000,White,Female,424,Indiana,4
55,12,61000,White,Male,1173,Indiana,4
0,18,30000,White,Male,.,Indiana,1
55,12,20000,White,Female,.,Indiana,3
40,12,38000,White,Female,.,Indiana,1
60,13,18200,White,Male,500,Indiana,8
40,13,14000,White,Female,269,Indiana,8
55,13,23500,White,Male,.,Indiana,7
40,13,26900,White,Female,.,Indiana,7
40,12,11120,White,Male,.,Indiana,5
40,16,38500,White,Female,.,Indiana,7
40,12,21000,White,Female,.,Indiana,2
60,12,38000,White,Male,.,Indiana,1
35,12,11981,White,Female,.,Indiana,7
40,12,15000,White,Female,.,Indiana,6
48,10,21600,White,Male,.,Indiana,6
40,12,45000,White,Male,.,Indiana,2
70,18,90000,White,Male,1731,Indiana,8
50,18,22000,White,Female,650,Indiana,8
40,12,42000,White,Male,.,Indiana,7
38,13,15000,White,Female,.,Indiana,7
70,12,30000,White,Female,577,Indiana,8
50,14,0,White,Male,.,Indiana,8
55,18,25000,White,Female,615,Indiana,4
0,16,27000,White,Male,.,Indiana,6
44,16,17000,White,Female,.,Indiana,6
65,12,0,White,Male,.,Indiana,3
50,16,45000,White,Female,.,Indiana,3
40,12,12000,White,Female,461,Indiana,8
40,12,42000,White,Male,.,Indiana,3
40,13,20000,White,Female,.,Indiana,3
0,13,48000,White,Male,.,Indiana,6
50,13,13500,White,Female,.,Indiana,6
40,14,18000,White,Female,300,Indiana,8
0,13,35000,White,Male,.,Indiana,6
60,12,32000,White,Male,.,Indiana,7
45,12,8000,White,Female,.,Indiana,7
43,11,8800,IndEsk,Male,320,Indiana,8
50,18,0,White,Male,.,Indiana,2
50,13,306731,White,Male,.,Indiana,2
40,13,59000,Black,Male,.,Indiana,5
35,12,8000,Black,Female,.,Indiana,5
40,13,27000,Black,Male,.,Indiana,5
45,16,4472,White,Male,383,Indiana,8
40,16,28000,White,Female,442,Indiana,8
45,13,31000,White,Male,.,Indiana,1
45,13,35000,White,Female,.,Indiana,1
45,12,13000,White,Female,.,Indiana,1
0,12,13000,White,Female,.,Indiana,1
45,8,27000,White,Male,.,Indiana,1
40,12,30000,White,Female,.,Indiana,3
40,10,14200,White,Male,.,Indiana,3
52,12,29000,White,Male,.,Indiana,2
40,12,10000,White,Female,.,Indiana,2
50,14,51500,White,Male,963,Indiana,8
40,14,32000,White,Female,610,Indiana,8
50,12,50871,White,Male,.,Indiana,1
40,13,19260,White,Female,.,Indiana,1
40,18,53000,White,Female,.,Indiana,2
40,12,18000,White,Male,.,Indiana,2
45,18,10000,White,Male,.,Indiana,8
40,13,20000,White,Female,423,Indiana,8
40,12,25000,White,Female,.,Indiana,3
40,12,25000,White,Male,.,Indiana,3
40,12,14400,White,Male,.,Indiana,6
40,12,7480,White,Male,.,Indiana,7
40,13,36000,White,Female,.,Indiana,1
40,12,30000,White,Male,450,Indiana,8
40,12,20000,White,Female,300,Indiana,8
40,11.5,60000,White,Male,.,Indiana,6
110,18,0,White,Male,.,Indiana,6
40,18,20000,White,Female,.,Indiana,6
40,13,45000,White,Male,.,Indiana,7
40,14,34000,White,Female,.,Indiana,1
40,18,72000,White,Male,711,Indiana,4
40,18,36052,White,Female,346,Indiana,4
60,18,65000,White,Male,.,Indiana,6
70,18,18000,White,Female,.,Indiana,6
0,12,0,White,Male,.,Indiana,5
60,18,48000,White,Male,.,Indiana,6
60,18,50000,White,Female,.,Indiana,6
40,11,28750,White,Male,.,Indiana,5
47,9,18000,White,Female,.,Indiana,5
40,13,14000,White,Female,.,Indiana,3
50,11.5,23400,IndEsk,Male,.,Indiana,6
40,13,52000,White,Male,.,Indiana,5
40,13,40000,White,Female,.,Indiana,5
40,12,22000,White,Male,.,Indiana,3
40,16,34000,White,Male,.,Indiana,6
40,12,18000,White,Female,.,Indiana,1
0,13,35000,White,Male,.,Indiana,1
38,12,16510,White,Female,313,Indiana,4
40,12,15500,White,Female,296,Indiana,8
40,12,68000,White,Male,600,Indiana,8
45,11.5,34000,White,Male,.,Indiana,2
40,13,26400,White,Male,.,Indiana,2
40,12,22000,White,Male,406,Indiana,8
40,12,19000,White,Female,.,Indiana,7
40,11,7800,White,Male,.,Indiana,7
60,13,54000,White,Male,1730,Indiana,8
0,13,28000,White,Male,.,Indiana,4
55,13,68000,White,Female,.,Indiana,6
40,12,24000,White,Female,480,Indiana,8
0,13,22200,White,Male,.,Indiana,3
75,12,0,White,Male,.,Indiana,7
40,13,17000,White,Female,.,Indiana,7
40,12,16800,White,Male,.,Indiana,2
40,11,36000,White,Male,.,Indiana,2
40,12,22000,White,Male,.,Indiana,2
40,12,8000,White,Female,.,Indiana,2
50,16,0,White,Female,.,Indiana,2
40,8,3000,White,Female,.,Indiana,2
55,12,6200,White,Male,.,Indiana,1
40,13,18720,White,Female,.,Indiana,1
40,13,41066,White,Male,.,Indiana,2
35,12,10000,White,Female,.,Indiana,2
40,11.5,21500,White,Male,.,Indiana,2
40,12,22000,White,Female,.,Indiana,1
0,12,82925,White,Male,.,Indiana,1
40,16,43000,White,Female,760,Indiana,4
50,14,26000,White,Male,550,Indiana,8
36,14,30400,White,Female,571,Indiana,8
40,12,11960,White,Female,270,Indiana,8
65,16,28990,White,Male,520,Indiana,8
40,12,10465,White,Male,230,Indiana,8
40,13,9840,White,Female,.,Indiana,6
84,12,67406,White,Male,.,Indiana,6
40,12,26000,White,Male,.,Indiana,6
40,12,14000,White,Female,.,Indiana,6
35,13,7000,White,Female,.,Indiana,2
82,13,83000,White,Male,.,Indiana,2
40,12,12000,White,Female,.,Indiana,2
47,13,31000,White,Female,.,Indiana,2
50,16,8195,White,Male,.,Indiana,2
40,12,35000,White,Male,400,Indiana,8
50,12,0,White,Male,.,Indiana,6
40,12,23000,White,Female,.,Indiana,6
40,12,29000,White,Male,.,Indiana,2
40,12,27000,White,Female,.,Indiana,2
50,13,0,White,Male,.,Indiana,2
40,12,26880,White,Male,.,Indiana,2
50,12,12000,White,Female,.,Indiana,2
60,12,35000,White,Female,.,Indiana,1
60,16,37500,White,Female,.,Indiana,1
55,13,43000,White,Male,.,Indiana,1
45,12,19940,White,Female,.,Indiana,1
60,18,43000,White,Female,.,Indiana,1
40,12,10000,White,Female,.,Indiana,1
50,16,54000,White,Male,.,Indiana,1
58,12,65000,White,Male,.,Indiana,5
50,13,28756,White,Female,.,Indiana,3
55,16,40000,White,Male,.,Indiana,3
50,12,0,White,Female,.,Indiana,6
60,12,0,White,Male,.,Indiana,6
54,12,40000,White,Male,.,Indiana,7
40,12,15000,White,Female,.,Indiana,7
40,12,34000,White,Male,.,Indiana,6
40,12,32076,White,Male,.,Indiana,2
40,11,26000,White,Female,414,Indiana,4
40,11,9600,White,Male,380,Indiana,4
48,13,20052,White,Female,.,Indiana,3
35,12,12000,White,Female,.,Indiana,6
40,12,13000,White,Female,.,Indiana,6
35,13,12480,White,Female,.,Indiana,6
35,18,35000,White,Male,.,Indiana,5
40,12,35000,White,Female,.,Indiana,5
40,13,32000,White,Female,673,Indiana,4
40,11.5,50000,White,Male,962,Indiana,4
60,18,52000,White,Female,1238,Indiana,4
50,16,56500,White,Male,1115,Indiana,4
40,16,36000,White,Female,346,Indiana,4
40,12,31500,White,Male,.,Indiana,7
0,12,53000,White,Male,961,Indiana,8
40,12,0,White,Male,400,Indiana,8
45,13,37000,White,Male,712,Indiana,4
55,12,14105,White,Female,.,Indiana,8
40,13,35000,White,Male,480,Indiana,4
35,12,25000,White,Female,306,Indiana,4
40,16,41500,White,Female,.,Indiana,2
40,18,57800,White,Male,.,Indiana,2
40,18,20000,White,Female,.,Indiana,7
50,12,21260,White,Male,769,Indiana,8
40,14,68000,White,Female,388,Indiana,8
40,12,12907,White,Female,510,Indiana,4
0,18,80000,White,Male,.,Indiana,5
45,18,59000,White,Female,.,Indiana,5
40,8,30000,White,Male,.,Indiana,3
45,13,38990,White,Male,.,Indiana,5
40,13,38000,White,Female,.,Indiana,5
40,16,34000,White,Female,.,Indiana,2
60,13,9000,White,Female,.,Indiana,7
40,13,28000,White,Male,.,Indiana,3
0,13,26000,White,Female,.,Indiana,3
0,11,8400,White,Male,.,Indiana,1
40,13,17500,White,Female,.,Indiana,2
0,13,13100,White,Female,550,Indiana,8
0,12,20800,White,Male,400,Indiana,8
45,12,65000,White,Female,.,Indiana,7
45,12,25000,White,Male,.,Indiana,7
40,13,30000,White,Male,.,Indiana,2
50,12,45000,White,Male,.,Indiana,2
0,12,20446,White,Female,.,Indiana,2
50,14,42000,White,Male,.,Indiana,2
40,11,26000,White,Male,.,Indiana,7
40,13,37990,White,Female,.,Indiana,1
40,12,20000,White,Female,.,Indiana,2
50,13,65000,White,Male,1250,Indiana,4
49,12,21000,White,Male,.,Indiana,1
55,12,26000,White,Male,.,Indiana,1
40,12,50000,White,Female,962,Indiana,8
40,12,14000,White,Male,576,Indiana,8
50,11,0,White,Male,.,Indiana,6
40,13,39000,White,Male,.,Indiana,6
40,13,32500,White,Female,.,Indiana,6
40,10,22100,White,Male,.,Indiana,6
40,12,35000,White,Male,.,Indiana,2
40,16,63360,White,Male,.,Indiana,2
0,12,23000,White,Female,.,Indiana,2
50,12,25000,White,Male,.,Indiana,2
50,13,40000,White,Male,.,Indiana,1
80,13,18000,White,Male,.,Indiana,1
40,11,16000,Black,Male,.,Indiana,5
50,11.5,10000,Black,Female,.,Indiana,5
40,12,26000,Black,Male,.,Indiana,5
40,12,22919,White,Female,.,Indiana,7
40,12,17200,White,Female,.,Indiana,5
40,12,32400,White,Male,.,Indiana,5
40,12,16000,White,Female,308,Indiana,8
50,16,15000,White,Female,808,Indiana,8
40,12,40000,White,Male,.,Indiana,1
40,12,35000,White,Male,400,Indiana,4
40,11,12000,White,Male,240,Indiana,4
45,11,15000,White,Female,.,Indiana,2
50,10,22000,White,Male,.,Indiana,2
40,12,35000,White,Male,.,Indiana,7
40,10,18800,White,Female,.,Indiana,7
60,10,34000,IndEsk,Male,.,Indiana,1
40,12,35000,White,Male,.,Indiana,1
40,12,35000,White,Female,.,Indiana,1
40,12,17500,White,Male,.,Indiana,3
48,12,5000,White,Female,.,Indiana,3
40,18,100000,White,Female,.,Indiana,5
40,10,30000,White,Male,.,Indiana,1
40,12,12700,White,Male,.,Indiana,6
72,10,32000,White,Male,.,Indiana,6
40,12,20000,White,Female,.,Indiana,6
50,18,125000,White,Male,615,Indiana,4
0,12,10000,White,Male,.,Indiana,4
50,11.5,14000,White,Male,.,Indiana,3
40,13,29000,White,Male,.,Indiana,7
40,13,46000,White,Male,.,Indiana,3
48,12,27000,White,Female,.,Indiana,5
40,12,49200,White,Male,.,Indiana,2
40,12,22000,White,Female,.,Indiana,6
40,12,28000,White,Male,.,Indiana,6
54,12,26000,White,Female,.,Indiana,6
70,12,60000,White,Male,.,Indiana,7
40,12,18000,White,Female,.,Indiana,7
40,12,29000,White,Male,.,Indiana,3
40,12,21000,White,Female,.,Indiana,3
0,12,33000,White,Male,.,Indiana,7
0,13,6000,White,Male,.,Indiana,2
55,12,25000,White,Female,.,Indiana,2
60,12,300,White,Male,.,Indiana,2
0,13,58000,White,Male,569,Indiana,8
0,13,10500,White,Female,1773,Indiana,8
40,12,19000,White,Female,.,Indiana,6
40,12,24000,White,Male,.,Indiana,6
0,12,53000,White,Male,259,Indiana,4
35,13,17000,White,Female,252,Indiana,4
40,13,38000,White,Male,.,Indiana,2
55,13,0,White,Female,.,Indiana,2
43,12,24000,White,Male,.,Indiana,2
50,13,23000,White,Female,.,Indiana,2
40,12,25000,White,Male,.,Indiana,3
40,13,32882,White,Female,.,Indiana,7
40,12,15600,White,Male,300,Indiana,4
40,16,0,White,Female,.,Indiana,4
36,13,39500,White,Female,673,Indiana,8
40,12,36000,White,Male,.,Indiana,7
40,12,35000,White,Male,.,Indiana,3
40,14,34000,White,Female,.,Indiana,3
40,13,10000,White,Male,.,Indiana,1
0,13,41600,White,Male,.,Indiana,3
40,13,29120,White,Male,500,Indiana,8
40,13,29000,White,Female,680,Indiana,8
48,12,40000,White,Male,723,Indiana,8
52,13,20155,White,Female,394,Indiana,8
40,13,31014,White,Male,495,Indiana,8
40,12,23214,White,Female,418,Indiana,8
40,12,27000,White,Male,.,Indiana,6
40,12,21000,White,Male,.,Indiana,2
40,12,18000,White,Male,.,Indiana,3
40,16,19000,White,Female,.,Indiana,3
50,13,41500,White,Male,798,Indiana,4
40,13,33000,White,Female,652,Indiana,4
40,12,27000,White,Male,600,Indiana,4
50,13,84000,White,Male,808,Illinois,4
40,13,32000,White,Male,883,Illinois,4
40,14,21000,White,Female,404,Illinois,8
40,16,23000,White,Male,442,Illinois,8
38,16,28900,White,Female,.,Illinois,6
40,13,38000,White,Male,.,Illinois,6
40,14,44000,White,Male,.,Illinois,3
40,12,29000,White,Male,.,Illinois,1
38,12,18000,White,Female,.,Illinois,1
38,12,23000,White,Male,442,Illinois,4
38,12,43000,White,Female,827,Illinois,4
40,13,16000,White,Male,.,Illinois,7
40,16,26000,White,Male,.,Illinois,7
40,16,32000,White,Female,.,Illinois,5
65,12,0,Black,Male,.,Illinois,5
45,9,0,White,Male,.,Illinois,4
50,16,120000,White,Male,.,Illinois,3
40,16,10000,White,Female,.,Illinois,3
40,13,23500,White,Female,.,Illinois,5
40,12,20000,White,Female,.,Illinois,6
40,11,15000,White,Male,.,Illinois,6
40,12,40000,Black,Male,.,Illinois,5
45,16,26000,Black,Female,.,Illinois,5
45,10,21000,White,Female,.,Illinois,2
40,12,29000,White,Male,558,Illinois,8
35,12,4073,White,Male,.,Illinois,7
40,12,11303,White,Female,.,Illinois,7
50,12,27000,White,Male,.,Illinois,7
45,12,22000,White,Female,.,Illinois,7
55,16,21000,White,Male,.,Illinois,3
40,13,32000,White,Male,.,Illinois,5
40,12,43680,White,Male,840,Illinois,4
35,14,18000,White,Female,.,Illinois,5
70,13,31360,Black,Female,.,Illinois,7
38,13,31000,White,Male,.,Illinois,3
40,12,27000,White,Female,.,Illinois,3
58,13,28000,White,Male,.,Illinois,7
40,13,33000,White,Female,.,Illinois,5
38,13,32000,White,Male,.,Illinois,5
0,13,30000,White,Female,692,Illinois,4
40,13,22000,IndEsk,Male,.,Illinois,7
38,16,34000,White,Female,.,Illinois,6
40,12,23000,White,Male,.,Illinois,6
35,14,7200,White,Female,.,Illinois,6
40,18,34000,White,Male,.,Illinois,2
40,13,38000,White,Male,731,Illinois,8
40,11,0,White,Female,.,Illinois,5
