Usual Hours Worked,Education (yrs),Yearly Earnings,Race,Sex,Usual Weekly Earnings,State,Month in Sample
40,12,20000,Black,Female,.,Michigan,3
0,16,62400,Black,Female,1000,Michigan,4
40,12,18200,Black,Male,250,Michigan,4
40,16,25000,Black,Male,1500,Michigan,4
55,12,20000,White,Male,.,Michigan,1
40,12,24000,White,Female,.,Michigan,1
40,13,20000,White,Male,.,Michigan,7
40,13,52000,White,Female,.,Michigan,7
40,12,18000,Black,Female,360,Michigan,8
0,16,86000,White,Male,1730,Michigan,8
40,11,20000,White,Female,.,Michigan,6
40,16,22000,White,Male,.,Michigan,5
40,13,23000,White,Female,.,Michigan,5
40,10,18200,White,Female,.,Michigan,5
40,12,30000,White,Male,.,Michigan,5
50,13,52000,White,Male,.,Michigan,7
40,13,27000,White,Female,.,Michigan,7
0,9,0,White,Female,.,Michigan,1
0,16,26000,White,Male,.,Michigan,1
0,13,30000,White,Male,.,Michigan,1
47,12,13000,Black,Male,.,Michigan,1
40,13,1120,Black,Female,.,Michigan,1
40,18,57500,Black,Male,.,Michigan,1
40,13,35000,Black,Male,.,Michigan,1
50,12,35400,White,Male,.,Michigan,1
50,11,20000,Black,Male,.,Michigan,7
60,18,306731,White,Male,.,Michigan,1
40,8,19000,White,Male,.,Michigan,6
40,12,50000,White,Male,.,Michigan,5
40,12,12480,White,Female,.,Michigan,5
40,11,16040,Black,Female,.,Michigan,5
0,12,20800,Black,Male,.,Michigan,5
50,16,37000,White,Female,.,Michigan,1
56,18,70000,White,Male,.,Michigan,2
48,14,25000,White,Female,.,Michigan,2
40,12,16400,White,Male,.,Michigan,2
90,13,75000,White,Male,.,Michigan,5
50,12,38000,White,Male,865,Michigan,8
40,12,33000,White,Female,325,Michigan,8
0,13,35000,Black,Male,.,Michigan,5
40,13,19000,Black,Female,.,Michigan,5
40,14,25000,White,Female,.,Michigan,7
40,13,57000,White,Male,.,Michigan,5
40,18,35000,White,Female,.,Michigan,5
40,12,38000,White,Male,.,Michigan,6
40,12,35000,White,Female,.,Michigan,6
53,16,102000,White,Male,.,Michigan,7
58,13,65000,White,Male,.,Michigan,2
40,12,33000,White,Female,615,Michigan,8
50,12,94000,White,Male,.,Michigan,5
50,12,20000,White,Male,.,Michigan,5
35,11,0,Black,Female,.,Michigan,2
40,13,39400,White,Female,.,Michigan,5
99,12,40000,White,Male,.,Michigan,5
40,13,21000,White,Female,.,Michigan,3
50,18,65000,White,Male,.,Michigan,5
55,12,60000,White,Male,.,Michigan,2
40,12,24000,White,Female,.,Michigan,2
46,13,10334,White,Female,.,Michigan,7
40,13,38000,Black,Female,.,Michigan,1
40,12,26000,Black,Female,.,Michigan,1
60,12,59800,White,Male,.,Michigan,1
50,12,50000,White,Male,.,Michigan,1
40,13,40000,White,Male,.,Michigan,2
40,12,63000,White,Male,.,Michigan,1
40,16,32000,White,Female,.,Michigan,2
40,12,30000,White,Male,.,Michigan,2
40,16,70000,White,Male,.,Michigan,1
40,18,76500,White,Male,.,Michigan,1
35,12,24000,White,Female,.,Michigan,1
48,12,47000,White,Male,.,Michigan,1
40,12,42000,White,Male,.,Michigan,6
48,12,13000,White,Female,.,Michigan,6
40,13,28700,White,Male,.,Michigan,6
40,8,30000,Black,Male,.,Michigan,5
40,13,12000,White,Male,.,Michigan,2
40,12,31200,White,Male,.,Michigan,1
40,18,76300,White,Female,.,Michigan,2
60,13,306731,White,Male,.,Michigan,2
40,16,32000,White,Female,.,Michigan,2
40,12,61000,White,Male,.,Michigan,7
42,12,20000,White,Male,.,Michigan,7
40,12,20000,White,Female,.,Michigan,7
40,13,40000,Black,Female,.,Michigan,3
40,13,22100,Black,Female,.,Michigan,2
40,12,10000,Black,Male,.,Michigan,2
50,12,1239,White,Male,.,Michigan,2
40,16,58000,White,Female,.,Michigan,2
40,16,51000,White,Male,.,Michigan,2
0,16,35000,White,Female,.,Michigan,2
40,13,10000,Black,Female,.,Michigan,5
40,12,55000,IndEsk,Male,.,Michigan,3
50,12,23000,White,Male,.,Michigan,3
40,12,30000,White,Male,.,Michigan,3
50,13,48000,White,Male,.,Michigan,3
50,16,55000,White,Male,.,Michigan,3
40,18,35000,White,Female,.,Michigan,3
45,13,18000,Black,Female,.,Michigan,5
40,13,56000,Black,Male,.,Michigan,3
40,13,33000,Black,Female,.,Michigan,3
57,12,13300,White,Male,600,Michigan,4
70,18,140000,Black,Male,.,Michigan,6
60,18,60000,Black,Female,.,Michigan,6
40,18,348516,White,Male,.,Michigan,6
40,14,5000,Black,Female,.,Michigan,5
40,13,14400,Black,Female,.,Michigan,5
50,13,51000,White,Male,1100,Michigan,4
50,13,97000,White,Female,1870,Michigan,4
40,12,18320,White,Female,325,Michigan,4
70,13,34500,Black,Female,.,Michigan,5
40,16,43000,White,Female,.,Michigan,2
40,16,42500,White,Male,.,Michigan,2
40,18,55000,AsianPI,Male,.,Michigan,2
72,12,87000,White,Female,.,Michigan,5
42,12,24950,White,Female,472,Michigan,4
52,13,10000,Black,Male,.,Michigan,7
45,12,57000,White,Male,.,Michigan,3
45,12,42000,White,Female,.,Michigan,3
40,12,20000,White,Male,.,Michigan,3
35,12,42000,White,Female,808,Michigan,4
45,18,67000,White,Male,1250,Michigan,4
68,16,34000,Black,Male,.,Michigan,7
40,13,34000,Black,Female,.,Michigan,7
60,13,0,White,Male,.,Michigan,7
48,13,33000,White,Female,.,Michigan,6
42,16,52000,White,Male,1058,Michigan,4
40,18,70000,White,Male,1442,Michigan,4
40,13,58000,White,Male,.,Michigan,7
40,18,115000,White,Male,.,Michigan,1
40,12,12000,White,Female,.,Michigan,1
0,13,81400,White,Male,.,Michigan,7
40,16,31000,White,Male,.,Michigan,7
60,12,23000,Black,Male,400,Michigan,8
78,13,100000,White,Male,2444,Michigan,8
40,16,28000,White,Male,400,Michigan,8
50,12,37655,White,Male,.,Michigan,7
65,18,306731,White,Male,.,Michigan,5
50,18,75000,AsianPI,Male,.,Michigan,5
40,16,41000,White,Female,964,Michigan,4
50,16,66000,White,Male,1250,Michigan,4
36,16,32000,White,Female,673,Michigan,4
50,16,80000,White,Male,1538,Michigan,4
40,12,50000,White,Female,962,Michigan,4
40,12,23000,White,Female,.,Michigan,1
40,16,12000,White,Female,.,Michigan,1
40,16,65000,AsianPI,Female,1200,Michigan,8
45,16,12000,AsianPI,Male,415,Michigan,8
40,9,18300,White,Male,.,Michigan,1
36,12,16000,White,Female,.,Michigan,1
60,12,11000,White,Female,.,Michigan,1
40,12,70000,White,Male,.,Michigan,1
40,12,20000,Black,Male,372,Michigan,8
40,16,13000,Black,Female,442,Michigan,8
40,12,42000,White,Male,770,Michigan,8
40,13,25000,White,Female,448,Michigan,8
0,12,18000,Black,Male,.,Michigan,5
40,18,25000,Black,Female,.,Michigan,5
40,13,19136,White,Female,368,Michigan,8
38,12,16830,White,Male,304,Michigan,8
44,16,44000,White,Female,827,Michigan,8
40,13,23000,White,Male,461,Michigan,8
45,14,65000,White,Male,1346,Michigan,4
40,11,20000,White,Male,.,Michigan,5
65,10,40000,IndEsk,Male,.,Michigan,5
35,11,9000,White,Female,.,Michigan,5
40,16,75500,White,Male,1250,Michigan,8
40,12,7700,White,Female,270,Michigan,8
37,18,50000,White,Female,1333,Michigan,4
39,13,32000,White,Male,615,Michigan,4
0,12,44900,White,Male,800,Michigan,8
65,12,14000,White,Female,.,Michigan,7
50,16,97006,White,Male,.,Michigan,7
47,18,98453,White,Male,1985,Michigan,4
47,18,306731,White,Male,2279,Michigan,4
46,18,69000,White,Male,.,Michigan,6
46,13,34000,White,Male,.,Michigan,3
48,12,37000,White,Female,.,Michigan,3
50,12,29000,White,Male,.,Michigan,3
40,18,63826,Black,Female,.,Michigan,7
45,12,33000,White,Male,.,Michigan,6
50,13,17500,White,Male,.,Michigan,6
45,12,16000,White,Male,.,Michigan,6
40,13,22000,White,Female,.,Michigan,6
42,12,15000,White,Female,.,Michigan,6
55,13,44400,White,Male,.,Michigan,3
45,18,80000,White,Male,.,Michigan,3
55,13,88000,White,Male,.,Michigan,2
45,13,45000,White,Male,.,Michigan,1
65,12,35000,White,Male,.,Michigan,1
80,16,67000,Black,Male,.,Michigan,7
40,12,52000,White,Male,.,Michigan,2
48,13,30000,White,Female,.,Michigan,2
40,10,2500,White,Female,.,Michigan,1
80,16,35000,White,Male,.,Michigan,2
70,18,10000,AsianPI,Male,.,Michigan,2
80,13,0,AsianPI,Female,.,Michigan,2
40,14,45000,White,Male,.,Michigan,2
50,14,64944,White,Male,.,Michigan,2
50,13,40000,White,Female,.,Michigan,7
40,9,11250,White,Male,.,Michigan,7
45,9,11000,Black,Female,.,Michigan,1
0,12,8000,White,Male,400,Michigan,4
40,13,23000,White,Female,.,Michigan,7
40,18,50000,White,Female,.,Michigan,5
40,16,87000,White,Male,.,Michigan,5
40,12,11400,White,Male,640,Michigan,4
45,13,19350,White,Female,500,Michigan,4
45,18,74925,IndEsk,Male,.,Michigan,7
0,13,24000,White,Female,.,Michigan,2
0,13,18000,IndEsk,Male,.,Michigan,2
40,18,70000,AsianPI,Male,.,Michigan,2
60,13,21000,White,Male,.,Michigan,7
40,12,35000,Black,Male,.,Michigan,3
40,10,14000,Black,Female,.,Michigan,3
40,18,64400,White,Male,1442,Michigan,4
0,18,77925,White,Male,.,Michigan,7
40,13,20000,Black,Female,400,Michigan,8
0,13,30000,Black,Male,346,Michigan,8
48,11,24000,White,Female,.,Michigan,6
40,18,110000,White,Male,.,Michigan,1
40,12,11000,Black,Female,.,Michigan,1
45,14,34892,Black,Female,.,Michigan,2
40,18,67600,Black,Male,.,Michigan,2
40,18,30264,White,Female,.,Michigan,3
50,18,85000,Black,Male,.,Michigan,3
0,12,24000,Black,Female,672,Michigan,4
40,16,20000,White,Male,.,Michigan,3
35,12,60000,White,Female,.,Michigan,3
45,16,29213,White,Male,.,Michigan,3
50,16,50000,White,Male,.,Michigan,6
40,18,50000,White,Female,.,Michigan,6
45,13,65000,White,Male,.,Michigan,5
40,13,19240,Black,Female,700,Michigan,4
40,10,2000,White,Female,.,Michigan,6
40,11,35000,IndEsk,Male,.,Michigan,6
40,12,20000,White,Male,.,Michigan,6
40,12,20000,White,Male,.,Michigan,6
60,8,0,White,Male,.,Michigan,5
35,13,13000,White,Female,576,Michigan,4
80,12,45000,White,Male,720,Michigan,4
40,10,13000,White,Female,405,Michigan,4
40,12,55000,White,Male,.,Michigan,6
40,16,30000,White,Female,.,Michigan,6
40,12,33000,White,Female,.,Michigan,6
40,13,36000,Black,Male,692,Michigan,4
40,16,69000,White,Male,.,Michigan,6
37,12,28000,White,Female,.,Michigan,6
40,12,47717,White,Male,.,Michigan,7
45,12,6000,White,Male,.,Michigan,7
40,13,40000,White,Male,.,Michigan,3
40,12,10400,White,Male,.,Michigan,5
40,16,40000,White,Female,.,Michigan,5
40,13,40000,White,Male,.,Michigan,5
46,16,35583,White,Female,.,Michigan,5
40,16,75000,White,Female,.,Michigan,5
45,18,306731,White,Male,.,Michigan,5
40,18,52000,White,Male,.,Michigan,5
44,12,9000,White,Male,.,Michigan,5
40,12,20800,Black,Male,200,Michigan,4
40,12,27000,Black,Female,.,Michigan,5
40,12,19000,Black,Male,.,Michigan,5
40,12,30000,White,Male,.,Michigan,5
55,10,12000,White,Male,.,Michigan,5
45,8,6000,White,Male,.,Michigan,5
45,10,6000,White,Male,.,Michigan,5
40,12,33000,White,Male,.,Michigan,5
40,12,18000,White,Female,.,Michigan,5
50,16,52000,White,Male,.,Michigan,5
40,16,33000,White,Female,.,Michigan,5
40,9,412,Black,Male,240,Michigan,4
40,12,4000,White,Male,.,Michigan,7
40,12,0,AsianPI,Female,.,Michigan,4
40,12,0,AsianPI,Male,.,Michigan,4
40,13,40000,White,Male,.,Michigan,4
60,13,67000,White,Male,.,Michigan,8
50,13,70000,White,Male,.,Michigan,7
40,12,33600,White,Female,692,Michigan,4
40,13,42000,Black,Female,.,Michigan,5
40,12,12000,White,Female,.,Michigan,1
45,10,17000,White,Male,.,Michigan,1
40,18,75000,White,Male,.,Michigan,1
40,16,0,White,Male,.,Michigan,3
40,18,60000,White,Female,.,Michigan,3
40,18,50000,White,Female,.,Michigan,1
50,16,80000,White,Male,.,Michigan,1
45,13,70000,White,Male,.,Michigan,1
45,12,54000,White,Male,.,Michigan,5
60,12,41000,White,Male,.,Michigan,1
55,13,8000,White,Female,.,Michigan,1
40,16,65000,White,Male,.,Michigan,3
40,16,40000,White,Female,.,Michigan,3
40,12,40000,White,Male,.,Michigan,5
50,18,85000,White,Male,.,Michigan,3
60,11.5,0,White,Male,.,Michigan,1
40,12,12243,White,Female,.,Michigan,1
40,12,45298,White,Male,.,Michigan,1
40,13,30000,White,Male,.,Michigan,1
50,16,348516,White,Male,.,Michigan,1
40,16,30000,White,Female,575,Michigan,8
55,18,366656,AsianPI,Male,.,Michigan,1
35,16,20000,AsianPI,Female,.,Michigan,1
0,18,15000,AsianPI,Female,.,Michigan,1
40,12,28000,White,Male,540,Michigan,8
40,13,25000,White,Female,520,Michigan,8
45,13,24000,Black,Male,.,Michigan,6
55,13,40000,White,Male,910,Michigan,4
40,13,42000,White,Male,.,Michigan,7
38,16,37000,White,Female,.,Michigan,7
0,13,32000,Black,Female,240,Michigan,4
40,12,30724,White,Male,.,Michigan,3
40,16,40000,Black,Female,.,Michigan,5
50,13,70000,White,Male,.,Michigan,1
45,12,0,White,Female,.,Michigan,1
48,13,32000,Black,Male,.,Michigan,5
40,13,32000,Black,Female,.,Michigan,5
0,16,105000,White,Male,.,Michigan,2
40,12,17000,White,Male,.,Michigan,2
55,13,0,White,Male,.,Michigan,5
45,16,36000,White,Female,.,Michigan,3
60,14,47000,White,Male,.,Michigan,3
40,12,15600,White,Male,.,Michigan,5
40,12,33000,Black,Male,.,Michigan,5
40,12,54000,White,Female,.,Michigan,2
70,13,48000,White,Male,.,Michigan,2
40,13,25000,White,Female,.,Michigan,2
0,12,27000,White,Male,.,Michigan,7
50,16,70000,White,Male,.,Michigan,2
40,18,100000,White,Male,.,Michigan,2
40,13,33000,White,Male,.,Michigan,2
48,12,16000,White,Male,.,Michigan,2
40,16,48000,White,Male,.,Michigan,5
40,13,60000,White,Male,1192,Michigan,4
40,13,37440,White,Male,720,Michigan,4
35,12,26000,White,Female,.,Michigan,7
45,12,40000,White,Male,.,Michigan,7
60,13,50000,White,Male,.,Michigan,7
45,16,35000,White,Male,669,Michigan,8
45,11,40000,White,Male,.,Michigan,2
45,11,12000,White,Male,.,Michigan,2
48,16,88500,White,Male,.,Michigan,5
45,13,33000,White,Female,.,Michigan,5
40,13,29000,White,Male,.,Michigan,6
35,12,10000,White,Female,.,Michigan,5
40,13,18000,White,Male,.,Michigan,5
44,12,33000,White,Male,.,Michigan,5
40,12,21000,White,Male,.,Michigan,5
55,12,44000,White,Male,.,Michigan,6
50,12,35000,White,Female,.,Michigan,6
45,14,50000,White,Male,.,Michigan,5
50,18,50000,White,Male,.,Michigan,4
40,18,72000,White,Male,.,Michigan,5
40,14,24000,White,Male,.,Michigan,5
45,13,22999,White,Female,.,Michigan,2
50,18,306731,White,Male,.,Michigan,5
55,12,22000,White,Female,.,Michigan,6
40,10,18000,White,Male,252,Michigan,8
56,12,76000,Black,Female,.,Michigan,6
40,13,23000,Black,Female,.,Michigan,2
40,13,15048,Black,Female,.,Michigan,2
52,12,48000,White,Male,.,Michigan,4
35,13,9000,White,Female,.,Michigan,5
0,16,63000,White,Male,.,Michigan,3
60,18,150000,White,Male,.,Michigan,5
50,16,80000,White,Male,.,Michigan,5
40,16,68000,White,Male,.,Michigan,5
40,12,40000,White,Male,769,Michigan,8
40,16,40000,White,Female,769,Michigan,8
40,12,70000,White,Male,1346,Michigan,8
40,13,60000,White,Female,.,Michigan,8
40,12,45000,White,Male,.,Michigan,1
55,18,69000,White,Male,.,Michigan,2
45,16,76000,White,Female,.,Michigan,2
40,13,44900,White,Male,.,Michigan,1
40,13,0,White,Male,.,Michigan,4
40,18,50000,AsianPI,Female,.,Michigan,1
68,13,45400,White,Male,.,Michigan,1
40,12,31000,White,Female,.,Michigan,1
40,12,25000,White,Female,.,Michigan,1
50,13,53000,White,Female,.,Michigan,1
50,16,61000,White,Male,.,Michigan,1
45,16,16000,White,Male,.,Michigan,1
50,12,30000,White,Male,.,Michigan,1
50,12,30000,Black,Female,.,Michigan,1
50,9,8000,White,Female,.,Michigan,1
50,16,62000,White,Male,.,Michigan,1
40,16,34000,White,Female,.,Michigan,1
49,13,12835,White,Male,.,Michigan,1
48,12,22000,White,Male,.,Michigan,1
40,18,120000,White,Male,.,Michigan,2
40,13,31000,White,Female,.,Michigan,2
48,18,19963,White,Male,.,Michigan,2
40,16,32000,White,Female,.,Michigan,2
48,13,34000,White,Male,.,Michigan,2
40,16,20000,White,Female,.,Michigan,2
40,12,48818,White,Male,.,Michigan,5
40,12,18000,White,Female,.,Michigan,5
40,13,29120,White,Male,.,Michigan,5
40,13,41000,White,Male,.,Michigan,7
40,13,30000,White,Male,.,Michigan,5
40,13,30000,White,Male,.,Michigan,5
55,12,40000,White,Male,800,Michigan,8
39,13,20722,White,Female,404,Michigan,8
40,14,40000,Black,Female,1160,Michigan,8
50,13,30000,White,Male,1250,Michigan,4
65,13,0,White,Male,.,Michigan,3
60,13,26000,White,Female,.,Michigan,2
60,13,60000,White,Male,.,Michigan,2
40,13,22000,White,Male,.,Michigan,2
40,11,18000,White,Male,.,Michigan,6
54,12,100000,Black,Male,625,Michigan,8
45,14,23933,White,Female,1000,Michigan,4
55,18,150000,White,Male,.,Michigan,1
40,12,28000,White,Male,.,Michigan,8
40,10,64000,White,Male,.,Michigan,8
0,13,46636,White,Male,.,Michigan,7
40,13,18800,White,Female,442,Michigan,8
40,13,80000,White,Male,.,Michigan,6
40,14,38000,White,Female,.,Michigan,6
60,10,3000,White,Female,.,Michigan,6
55,10,17500,White,Female,272,Michigan,8
40,11.5,6300,White,Male,384,Michigan,8
66,12,49000,White,Female,.,Michigan,7
40,12,23000,Black,Male,430,Michigan,8
40,16,24000,Black,Female,462,Michigan,8
40,12,17000,Black,Female,327,Michigan,8
0,12,25000,White,Female,.,Michigan,6
40,12,28000,White,Male,.,Michigan,2
44,13,24000,White,Female,.,Michigan,6
0,16,20000,White,Male,.,Michigan,5
0,12,8500,Black,Female,.,Michigan,7
40,12,55000,White,Male,400,Michigan,4
40,18,95000,White,Male,.,Michigan,3
50,12,45000,White,Male,.,Michigan,1
45,12,48000,White,Male,770,Michigan,4
40,8,35000,White,Male,.,Michigan,1
40,14,55000,IndEsk,Male,710,Michigan,4
70,14,21000,IndEsk,Female,355,Michigan,4
40,12,20547,White,Male,.,Michigan,1
35,9,9079,White,Female,.,Michigan,1
80,13,28800,White,Male,.,Michigan,5
40,9,12500,White,Female,.,Michigan,5
45,12,26000,White,Female,.,Michigan,7
0,11,24960,White,Male,.,Michigan,6
0,12,22000,White,Female,.,Michigan,6
40,10,11000,White,Male,.,Michigan,6
40,12,23000,White,Female,.,Michigan,5
40,18,30000,Black,Female,.,Michigan,5
60,8,0,Black,Male,.,Michigan,5
45,13,400,Black,Female,.,Michigan,3
40,16,31200,AsianPI,Female,.,Michigan,3
50,13,62000,White,Male,.,Michigan,3
40,12,45000,White,Male,.,Michigan,6
40,12,59200,White,Male,.,Michigan,3
40,12,24960,White,Female,.,Michigan,3
40,9,13520,AsianPI,Male,.,Michigan,7
55,18,21253,White,Male,393,Michigan,8
36,16,90406,White,Male,.,Michigan,7
40,12,19000,White,Female,.,Michigan,7
40,13,31000,White,Female,.,Michigan,6
60,11.5,0,White,Female,.,Michigan,1
65,18,7000,White,Male,.,Michigan,1
0,16,120000,White,Male,.,Michigan,1
60,12,25000,White,Female,.,Michigan,1
60,13,25000,White,Male,.,Michigan,1
40,13,22000,White,Male,.,Michigan,1
60,13,30000,White,Male,.,Michigan,1
40,12,25000,White,Male,660,Michigan,4
40,12,25000,White,Male,450,Michigan,4
43,18,64000,White,Male,.,Michigan,2
55,12,76000,White,Male,1234,Michigan,4
55,11,18000,White,Female,.,Michigan,5
0,13,42000,White,Male,1013,Michigan,4
40,12,26000,White,Male,500,Michigan,4
37,12,30000,White,Female,577,Michigan,4
40,13,58500,White,Male,.,Michigan,6
35,12,16000,White,Female,.,Michigan,6
37,13,12000,White,Male,.,Michigan,6
51,12,25000,White,Male,.,Michigan,8
45,13,30000,White,Male,.,Michigan,6
50,13,0,White,Male,.,Michigan,6
48,8,3000,White,Male,.,Michigan,7
40,8,17000,White,Female,.,Michigan,7
50,12,28825,White,Male,.,Michigan,5
45,13,20000,White,Female,.,Michigan,5
55,16,115000,White,Male,.,Michigan,1
45,16,55000,White,Female,.,Michigan,7
40,16,28000,White,Male,.,Michigan,5
40,11,30000,White,Male,.,Michigan,5
58,18,62000,White,Male,1250,Michigan,8
40,16,0,White,Female,.,Michigan,8
40,11.5,38000,White,Male,.,Michigan,6
40,12,9000,White,Male,.,Michigan,5
60,18,90000,White,Male,.,Michigan,1
40,16,110000,White,Male,2115,Michigan,4
60,16,135000,White,Male,2596,Michigan,4
40,12,14000,IndEsk,Male,.,Michigan,6
36,16,12000,White,Female,.,Michigan,1
40,16,70000,AsianPI,Male,.,Michigan,1
65,16,3500,White,Male,.,Michigan,1
80,18,55000,White,Male,.,Michigan,1
40,16,65000,White,Male,.,Michigan,1
40,13,45000,White,Male,865,Michigan,8
40,16,52000,White,Female,.,Michigan,6
0,12,0,White,Male,.,Michigan,6
60,13,41000,White,Male,.,Michigan,6
40,13,34000,White,Female,.,Michigan,6
56,13,24000,White,Male,1261,Michigan,8
50,18,88000,White,Male,1731,Michigan,8
35,16,23000,White,Female,481,Michigan,8
40,18,40000,White,Male,769,Michigan,8
37,13,20000,White,Female,509,Michigan,8
50,13,69000,White,Male,.,Michigan,1
50,16,75000,White,Male,.,Michigan,1
40,13,23300,Black,Male,.,Michigan,2
40,16,25000,Black,Female,.,Michigan,2
40,13,60000,White,Male,.,Michigan,3
70,18,88000,White,Male,.,Michigan,1
40,13,23000,White,Male,.,Michigan,7
40,13,16598,Black,Male,.,Michigan,7
40,12,18000,White,Male,.,Michigan,6
50,12,23000,White,Female,.,Michigan,6
40,13,0,White,Female,.,Michigan,6
40,16,90000,AsianPI,Male,.,Michigan,5
0,18,0,White,Male,.,Michigan,5
45,16,68000,White,Female,.,Michigan,5
40,18,15916,White,Male,.,Michigan,2
60,18,84849,White,Female,.,Michigan,2
40,13,31000,White,Female,.,Michigan,2
40,12,34000,White,Male,.,Michigan,5
60,18,306731,White,Male,.,Michigan,5
40,12,25000,White,Male,.,Michigan,1
40,12,36000,White,Female,.,Michigan,1
40,16,45000,Black,Male,.,Michigan,3
60,16,30000,Black,Female,.,Michigan,3
50,13,5000,Black,Female,.,Michigan,3
35,13,14000,Black,Female,.,Michigan,3
45,13,15000,White,Female,.,Michigan,1
45,12,30000,White,Male,.,Michigan,1
50,13,20000,White,Male,.,Michigan,8
50,16,88000,White,Male,1500,Michigan,8
40,16,27040,White,Female,520,Michigan,8
40,13,32000,Black,Male,.,Michigan,7
40,12,57200,White,Male,.,Michigan,6
40,18,36184,White,Female,1150,Michigan,8
50,13,65000,White,Male,1100,Michigan,8
42,12,25000,White,Female,238,Michigan,8
48,16,32600,White,Male,400,Michigan,8
45,12,60000,White,Male,.,Michigan,6
35,12,24000,White,Female,.,Michigan,6
45,14,29000,White,Male,570,Michigan,8
40,16,46800,White,Male,.,Michigan,3
40,12,31000,White,Male,.,Michigan,3
45,13,3000,White,Male,444,Michigan,4
55,13,100000,White,Male,.,Michigan,6
40,18,22713,White,Female,.,Michigan,7
35,11,0,White,Male,.,Michigan,7
48,12,21000,White,Female,300,Michigan,8
45,16,28674,White,Female,588,Michigan,8
51,12,11887,White,Female,.,Michigan,6
45,12,26000,White,Male,.,Michigan,7
35,12,13988,White,Female,.,Michigan,7
40,12,2500,White,Male,.,Michigan,3
40,12,50000,White,Male,.,Michigan,3
35,12,4990,White,Female,100,Michigan,4
55,12,30000,White,Male,577,Michigan,4
75,10,32479,White,Male,.,Michigan,5
90,13,52000,White,Female,.,Michigan,5
60,18,33200,White,Male,.,Michigan,5
99,12,0,White,Male,.,Michigan,5
40,12,11000,White,Female,.,Michigan,1
55,12,33606,White,Male,.,Michigan,5
40,12,15000,White,Female,.,Michigan,5
40,13,0,White,Male,.,Michigan,3
40,12,15000,White,Female,.,Michigan,3
40,16,40000,White,Female,.,Michigan,2
60,16,44850,White,Male,.,Michigan,2
40,13,52000,White,Male,.,Michigan,6
40,13,39000,White,Male,.,Michigan,1
40,11,0,White,Male,.,Michigan,4
40,12,28000,White,Female,480,Michigan,4
40,13,0,White,Female,.,Michigan,3
40,12,40997,White,Male,.,Michigan,7
38,14,31535,White,Female,.,Michigan,7
40,12,24000,White,Male,506,Michigan,8
40,18,65000,White,Male,1400,Michigan,8
40,12,21000,White,Male,400,Michigan,4
40,13,50000,White,Male,.,Michigan,6
40,13,45000,White,Female,.,Michigan,7
45,16,35000,White,Male,1384,Michigan,8
40,12,50000,White,Male,962,Michigan,8
38,12,21000,White,Female,418,Michigan,8
53,12,34000,White,Male,650,Michigan,4
50,16,25000,White,Female,.,Michigan,7
60,13,18200,White,Male,.,Michigan,7
44,18,0,White,Female,.,Michigan,8
40,16,0,White,Male,.,Michigan,8
40,12,50000,White,Male,.,Michigan,1
0,13,8000,White,Female,.,Michigan,1
40,12,25000,White,Male,.,Michigan,1
40,12,19000,White,Female,.,Michigan,1
40,12,29000,White,Male,.,Michigan,1
40,12,28000,White,Male,.,Michigan,1
55,12,35400,White,Male,.,Michigan,1
42,12,32240,White,Male,620,Michigan,4
0,12,6000,White,Female,.,Michigan,7
40,12,9359,White,Male,.,Michigan,7
40,12,5000,IndEsk,Male,560,Michigan,8
40,13,58000,White,Male,.,Michigan,7
40,12,18000,White,Female,.,Michigan,7
40,12,36312,White,Male,.,Michigan,7
60,16,31579,White,Male,.,Michigan,7
40,12,25000,White,Male,.,Michigan,3
45,12,2242,White,Female,300,Michigan,8
40,10,40000,White,Male,.,Michigan,5
70,12,0,White,Male,.,Michigan,3
40,18,42500,White,Female,.,Michigan,7
45,16,20000,White,Male,.,Michigan,7
45,16,32000,White,Female,.,Michigan,5
40,12,17000,White,Male,.,Michigan,2
40,13,109925,White,Male,480,Michigan,8
40,13,14000,White,Female,349,Michigan,8
43,16,45000,White,Female,.,Michigan,7
50,11.5,23001,White,Male,.,Michigan,7
40,12,5600,White,Male,220,Michigan,8
56,13,50000,White,Male,.,Michigan,5
40,12,20100,White,Female,.,Michigan,2
40,14,34500,White,Male,326,Michigan,4
45,12,8100,White,Female,146,Michigan,4
40,12,25000,White,Male,529,Michigan,4
40,13,15500,White,Female,340,Michigan,4
40,13,41344,White,Male,599,Michigan,8
36,13,9797,White,Female,233,Michigan,8
40,13,15641,White,Male,348,Michigan,8
40,13,58000,White,Male,.,Michigan,1
0,16,17000,White,Male,2615,Michigan,8
80,12,11000,White,Female,.,Michigan,1
50,12,7500,White,Female,.,Michigan,2
40,12,32000,White,Male,.,Michigan,6
40,12,18000,White,Female,.,Michigan,6
40,11,56550,White,Male,.,Michigan,3
40,10,3200,White,Male,.,Michigan,3
38,12,12000,IndEsk,Female,.,Michigan,1
40,12,36400,White,Male,.,Michigan,1
45,13,12500,White,Male,.,Michigan,6
40,12,3168,White,Female,.,Michigan,1
0,12,0,White,Male,.,Michigan,1
40,12,30000,White,Male,.,Michigan,1
40,12,17000,White,Female,.,Michigan,1
50,12,36400,White,Male,.,Michigan,5
48,13,36400,White,Male,475,Michigan,4
40,12,35000,White,Male,480,Michigan,4
40,13,12000,White,Female,110,Michigan,4
48,10,9000,White,Female,394,Michigan,8
60,13,30000,White,Male,.,Michigan,3
